MSOA code,March,April,May,June,July,5 month - March to July
E02001688,0,13,1,1,0,15
E02001689,1,7,4,2,0,14
E02001690,1,1,1,0,0,3
E02001691,0,2,2,0,0,4
E02001692,0,4,0,0,0,4
E02001693,0,4,1,0,0,5
E02001694,0,1,1,0,0,2
E02001695,0,4,0,0,0,4
E02001696,0,5,4,0,0,9
E02001697,1,11,6,0,0,18
E02001698,0,7,1,0,0,8
E02001699,0,2,1,0,0,3
E02001700,0,2,0,0,0,2
E02001701,0,5,6,1,1,13
E02001702,1,3,1,0,0,5
E02001703,0,4,1,0,0,5
E02001704,0,1,3,0,0,4
E02001705,0,6,2,0,0,8
E02001706,1,8,1,0,0,10
E02001707,1,13,4,0,0,18
E02001708,1,5,2,0,0,8
E02001709,2,3,1,0,0,6
E02001710,1,13,6,1,0,21
E02001711,0,5,2,1,0,8
E02001712,0,8,2,2,1,13
E02001713,0,3,1,1,0,5
E02001714,0,1,1,0,0,2
E02001715,0,14,15,0,0,29
E02001718,0,5,1,0,0,6
E02001719,1,3,2,0,0,6
E02001720,0,4,2,0,0,6
E02001721,0,3,2,0,1,6
E02001722,1,5,1,0,0,7
E02001723,1,4,1,0,0,6
E02001724,1,3,6,4,0,14
E02001725,0,0,0,0,0,0
E02001726,0,5,0,0,0,5
E02001727,1,2,3,0,0,6
E02001728,1,3,1,0,0,5
E02001729,0,5,2,0,0,7
E02001730,0,3,0,0,0,3
E02001731,0,2,0,0,0,2
E02001732,0,0,0,0,0,0
E02001733,0,13,8,6,0,27
E02001734,1,9,6,1,0,17
E02001735,0,3,2,1,0,6
E02001736,0,3,2,0,0,5
E02001737,1,5,0,0,0,6
E02001738,0,1,3,0,0,4
E02001739,1,0,2,0,0,3
E02001740,0,1,0,0,0,1
E02001741,1,3,0,0,0,4
E02001742,0,3,0,0,0,3
E02001743,0,6,3,0,0,9
E02001744,0,1,3,0,0,4
E02001745,1,1,1,0,0,3
E02001746,0,4,5,0,0,9
E02001747,1,1,1,0,0,3
E02001748,0,3,4,0,0,7
E02001749,0,1,1,0,0,2
E02001750,0,4,6,1,0,11
E02001751,1,3,0,0,0,4
E02001752,0,4,1,0,0,5
E02001753,0,1,0,0,0,1
E02001754,2,5,5,2,0,14
E02001755,0,2,0,0,0,2
E02001756,1,0,1,0,0,2
E02001757,0,0,1,0,0,1
E02001758,0,1,0,1,0,2
E02001759,0,2,0,0,0,2
E02001760,0,4,0,0,0,4
E02001761,0,3,3,0,0,6
E02001762,0,0,1,0,0,1
E02001763,0,3,4,0,0,7
E02001764,0,3,1,0,0,4
E02001765,1,7,12,2,0,22
E02001766,0,1,1,0,0,2
E02001767,0,8,4,1,1,14
E02001768,0,4,6,0,0,10
E02001769,0,2,3,0,0,5
E02001770,0,5,0,1,0,6
E02001771,0,1,2,0,0,3
E02001772,0,2,3,0,1,6
E02001773,0,5,0,0,0,5
E02001774,0,6,6,0,0,12
E02001775,1,4,17,1,1,24
E02001776,1,18,1,1,0,21
E02001777,0,16,6,0,0,22
E02001778,0,7,1,0,0,8
E02001779,0,4,2,0,0,6
E02001780,1,2,0,1,0,4
E02001781,0,0,0,0,0,0
E02001782,0,1,4,0,0,5
E02001783,0,0,3,0,0,3
E02001784,1,1,1,0,0,3
E02001785,0,1,1,0,0,2
E02001786,1,1,1,1,0,4
E02001787,0,1,0,1,0,2
E02001788,0,2,9,0,0,11
E02001789,0,0,0,0,0,0
E02001790,0,2,0,0,0,2
E02001791,0,2,0,0,0,2
E02001792,2,2,1,0,0,5
E02001793,1,2,1,0,0,4
E02001794,1,24,3,0,0,28
E02001795,0,24,1,0,0,25
E02001796,0,7,1,0,0,8
E02001797,0,5,1,0,1,7
E02001798,0,11,1,0,0,12
E02001799,0,3,1,1,1,6
E02001800,1,3,0,0,0,4
E02001801,0,3,1,0,0,4
E02001802,1,11,2,0,0,14
E02001803,0,6,1,0,0,7
E02001804,2,8,12,0,0,22
E02001805,0,10,4,1,0,15
E02001806,0,7,1,0,0,8
E02001807,0,6,0,0,0,6
E02001808,0,3,0,0,0,3
E02001809,0,3,0,0,0,3
E02001810,1,3,0,0,0,4
E02001811,0,1,1,0,0,2
E02001812,0,14,5,0,0,19
E02001813,1,4,0,0,0,5
E02001814,0,4,3,1,0,8
E02001815,0,10,3,0,0,13
E02001816,0,11,1,0,0,12
E02001817,0,2,3,0,0,5
E02001818,0,1,2,1,0,4
E02001819,1,1,2,0,0,4
E02001820,0,6,1,1,0,8
E02001821,1,3,1,0,0,5
E02001822,1,6,9,0,0,16
E02001823,0,4,2,0,0,6
E02001824,0,7,0,0,0,7
E02001825,1,20,4,0,0,25
E02001826,2,7,2,0,0,11
E02001827,0,7,3,0,1,11
E02001828,0,10,0,0,0,10
E02001829,2,4,2,0,0,8
E02001830,1,4,1,0,0,6
E02001831,0,2,3,1,0,6
E02001832,2,4,0,0,0,6
E02001833,1,2,3,0,0,6
E02001834,0,0,2,0,0,2
E02001835,1,5,1,1,0,8
E02001836,4,5,3,2,0,14
E02001837,1,9,1,0,0,11
E02001838,3,12,1,3,1,20
E02001839,1,6,1,2,0,10
E02001840,0,11,3,1,0,15
E02001841,1,11,1,0,0,13
E02001842,0,7,4,0,0,11
E02001843,0,9,3,1,0,13
E02001844,4,25,1,0,0,30
E02001845,0,4,0,0,0,4
E02001846,1,3,2,0,0,6
E02001847,0,2,2,0,0,4
E02001848,2,6,4,1,0,13
E02001849,0,3,2,0,0,5
E02001850,2,4,1,0,0,7
E02001851,1,7,1,1,0,10
E02001852,2,4,2,0,0,8
E02001854,1,8,1,0,1,11
E02001855,1,17,3,1,1,23
E02001856,0,2,1,0,0,3
E02001857,2,7,3,0,0,12
E02001858,1,2,0,0,0,3
E02001859,2,5,1,0,0,8
E02001860,1,5,1,0,0,7
E02001861,6,8,0,0,1,15
E02001862,5,7,0,2,0,14
E02001863,1,7,0,1,0,9
E02001864,0,3,0,0,0,3
E02001865,4,6,1,0,0,11
E02001866,6,7,3,0,0,16
E02001867,3,5,1,0,0,9
E02001868,5,5,1,0,0,11
E02001869,4,8,1,0,0,13
E02001870,1,11,4,0,1,17
E02001871,3,9,1,0,0,13
E02001872,0,4,0,1,0,5
E02001873,1,4,3,0,0,8
E02001874,2,6,1,0,0,9
E02001875,2,5,2,1,0,10
E02001876,2,5,0,1,0,8
E02001877,1,11,1,0,1,14
E02001878,4,4,2,0,0,10
E02001879,4,6,6,2,0,18
E02001880,0,8,1,0,0,9
E02001881,2,5,1,0,0,8
E02001882,1,5,1,0,0,7
E02001883,3,4,0,1,0,8
E02001884,2,2,2,0,0,6
E02001886,3,2,2,0,0,7
E02001888,1,6,0,0,0,7
E02001889,3,7,3,0,0,13
E02001890,1,6,1,0,1,9
E02001892,1,11,0,0,0,12
E02001893,0,7,1,0,0,8
E02001895,3,20,7,1,0,31
E02001896,2,6,2,0,0,10
E02001897,1,2,1,1,0,5
E02001898,0,4,2,0,0,6
E02001899,1,14,1,1,0,17
E02001900,3,4,3,1,0,11
E02001901,2,4,1,0,0,7
E02001902,2,3,1,0,0,6
E02001903,0,6,0,0,0,6
E02001904,2,9,2,0,0,13
E02001905,1,8,4,0,1,14
E02001906,0,4,2,0,1,7
E02001907,0,6,0,0,0,6
E02001908,0,5,1,0,0,6
E02001909,1,8,1,0,0,10
E02001910,5,2,1,0,0,8
E02001911,2,3,1,0,0,6
E02001913,2,3,0,0,0,5
E02001914,0,13,0,2,1,16
E02001915,2,11,3,0,0,16
E02001916,0,3,3,0,0,6
E02001918,2,14,0,1,0,17
E02001919,4,7,4,0,0,15
E02001920,0,1,0,0,0,1
E02001921,1,8,0,0,0,9
E02001922,0,0,0,0,0,0
E02001923,2,3,0,0,1,6
E02001924,0,4,0,0,0,4
E02001925,1,3,0,1,0,5
E02001926,1,5,4,0,0,10
E02001927,4,8,0,0,0,12
E02001928,0,5,1,0,0,6
E02001929,1,5,0,1,0,7
E02001930,0,2,2,0,0,4
E02001931,0,3,1,0,0,4
E02001932,2,1,0,1,0,4
E02001933,2,5,0,0,0,7
E02001934,2,10,0,0,0,12
E02001935,3,5,3,1,0,12
E02001936,3,0,2,0,0,5
E02001937,0,11,2,1,0,14
E02001938,1,0,0,0,0,1
E02001939,1,7,5,0,0,13
E02001941,0,19,3,0,0,22
E02001942,1,9,3,0,0,13
E02001943,2,1,1,0,0,4
E02001944,1,6,1,0,1,9
E02001945,1,4,0,0,0,5
E02001946,2,4,3,0,0,9
E02001947,1,2,0,0,0,3
E02001948,0,7,1,0,0,8
E02001949,2,5,0,0,0,7
E02001950,2,4,1,0,0,7
E02001951,1,3,0,0,0,4
E02001952,3,3,0,0,0,6
E02001953,2,13,8,0,0,23
E02001954,1,1,1,0,0,3
E02001955,1,7,6,3,0,17
E02001956,1,1,1,0,0,3
E02001957,0,5,1,0,0,6
E02001958,1,3,3,0,0,7
E02001959,2,3,1,1,0,7
E02001961,1,2,0,0,0,3
E02001962,1,0,0,0,0,1
E02001963,1,4,2,1,0,8
E02001964,1,2,0,0,0,3
E02001965,0,0,1,0,0,1
E02001966,0,3,0,0,0,3
E02001967,1,9,1,1,0,12
E02001968,2,5,0,1,0,8
E02001969,0,7,4,2,0,13
E02001970,0,3,0,0,0,3
E02001971,0,2,3,0,0,5
E02001972,1,4,0,0,0,5
E02001973,1,5,2,0,0,8
E02001974,3,3,1,1,0,8
E02001975,1,4,3,0,0,8
E02001976,2,6,3,0,1,12
E02001977,0,1,1,0,0,2
E02001978,2,3,1,0,0,6
E02001979,1,2,7,0,0,10
E02001980,0,5,1,1,0,7
E02001981,1,2,0,0,0,3
E02001982,1,1,2,0,0,4
E02001983,0,2,0,0,0,2
E02001984,0,10,4,0,0,14
E02001985,1,1,0,0,0,2
E02001986,2,12,0,0,0,14
E02001987,0,1,0,0,0,1
E02001988,1,9,0,0,0,10
E02001989,0,1,1,0,0,2
E02001990,5,5,1,0,0,11
E02001991,1,8,0,0,1,10
E02001992,4,12,2,1,0,19
E02001993,1,5,1,0,0,7
E02001994,1,5,2,0,0,8
E02001995,0,10,2,0,0,12
E02001996,0,5,0,0,0,5
E02001997,1,5,1,0,0,7
E02001998,0,4,1,0,0,5
E02001999,0,2,0,0,0,2
E02002000,1,2,1,0,1,5
E02002001,1,3,2,0,0,6
E02002002,3,8,2,0,0,13
E02002003,1,10,0,0,0,11
E02002004,1,3,0,0,0,4
E02002005,2,2,0,1,0,5
E02002006,0,1,0,0,0,1
E02002007,2,8,1,0,0,11
E02002008,0,5,3,0,0,8
E02002009,0,2,0,0,0,2
E02002010,1,10,2,2,0,15
E02002011,0,3,1,0,0,4
E02002012,1,6,2,1,0,10
E02002013,0,7,3,0,0,10
E02002014,1,5,0,0,0,6
E02002015,2,6,1,0,0,9
E02002016,1,5,0,1,0,7
E02002017,3,6,2,0,0,11
E02002018,0,11,2,0,0,13
E02002019,1,4,0,0,0,5
E02002020,3,13,3,0,0,19
E02002021,0,5,3,2,0,10
E02002022,0,5,1,0,0,6
E02002023,2,0,1,0,0,3
E02002024,0,1,0,1,0,2
E02002025,0,3,0,0,0,3
E02002026,0,3,0,0,0,3
E02002027,1,0,0,0,0,1
E02002028,1,0,0,0,0,1
E02002029,0,3,5,1,1,10
E02002030,0,6,2,0,0,8
E02002031,0,2,0,1,0,3
E02002032,2,2,3,1,0,8
E02002033,1,4,0,0,0,5
E02002034,2,3,0,0,0,5
E02002035,0,10,2,0,0,12
E02002036,3,6,0,0,0,9
E02002037,1,4,2,0,0,7
E02002038,3,5,1,1,0,10
E02002039,0,3,2,1,0,6
E02002040,2,1,0,0,0,3
E02002041,1,1,1,5,1,9
E02002042,1,9,3,0,1,14
E02002043,2,5,2,1,0,10
E02002044,2,6,1,0,0,9
E02002045,0,7,2,1,0,10
E02002046,0,5,0,0,0,5
E02002047,5,20,6,2,0,33
E02002048,0,2,5,0,0,7
E02002049,2,2,1,0,0,5
E02002051,0,3,1,2,0,6
E02002052,0,8,1,0,0,9
E02002053,0,4,0,0,0,4
E02002054,0,5,0,0,0,5
E02002055,3,4,2,1,1,11
E02002056,0,4,3,1,0,8
E02002057,2,8,1,0,0,11
E02002058,0,10,5,0,0,15
E02002059,2,9,4,1,0,16
E02002060,2,2,1,1,0,6
E02002061,1,5,1,0,0,7
E02002062,1,16,3,0,0,20
E02002063,0,5,1,1,0,7
E02002064,1,3,1,1,0,6
E02002065,1,9,4,2,0,16
E02002066,0,8,1,3,1,13
E02002067,2,3,1,1,0,7
E02002068,5,7,3,0,1,16
E02002069,1,4,2,1,0,8
E02002070,2,13,3,1,1,20
E02002071,3,2,0,0,0,5
E02002072,2,8,1,0,0,11
E02002073,1,7,1,0,0,9
E02002074,1,3,0,0,0,4
E02002075,1,8,3,1,0,13
E02002076,1,2,3,0,0,6
E02002077,2,5,1,0,0,8
E02002078,1,4,0,0,0,5
E02002079,3,5,4,0,0,12
E02002080,0,3,1,0,0,4
E02002081,0,2,0,0,0,2
E02002082,0,7,1,0,0,8
E02002083,1,2,1,1,0,5
E02002084,0,5,3,0,0,8
E02002085,0,2,0,1,0,3
E02002086,0,5,0,0,0,5
E02002087,0,3,3,1,0,7
E02002088,3,7,0,0,1,11
E02002089,2,7,1,0,0,10
E02002090,0,2,1,0,0,3
E02002091,1,8,0,0,1,10
E02002092,0,6,5,1,0,12
E02002093,0,10,0,0,0,10
E02002094,0,6,0,0,0,6
E02002095,1,6,2,1,0,10
E02002096,2,16,1,1,0,20
E02002097,0,5,2,0,0,7
E02002098,0,5,0,1,0,6
E02002099,2,4,0,0,0,6
E02002101,0,5,2,0,0,7
E02002102,0,19,2,0,0,21
E02002103,4,7,2,0,0,13
E02002104,1,8,3,0,0,12
E02002105,1,13,0,0,0,14
E02002106,0,12,19,2,0,33
E02002107,0,3,0,0,1,4
E02002108,1,2,1,0,0,4
E02002109,1,8,1,1,0,11
E02002110,0,5,1,1,0,7
E02002111,1,8,4,0,0,13
E02002112,0,3,3,0,0,6
E02002113,1,2,2,0,0,5
E02002114,1,11,3,2,0,17
E02002115,1,5,4,0,0,10
E02002116,1,9,7,1,0,18
E02002117,0,1,2,0,0,3
E02002118,4,8,2,1,1,16
E02002119,0,5,0,0,0,5
E02002120,0,6,0,0,0,6
E02002121,0,12,3,1,1,17
E02002122,2,5,3,0,0,10
E02002123,1,2,1,0,0,4
E02002124,0,4,4,0,0,8
E02002125,0,8,2,0,0,10
E02002126,0,7,2,1,1,11
E02002127,2,1,4,1,1,9
E02002128,3,3,3,0,0,9
E02002129,1,3,2,2,0,8
E02002130,2,7,1,0,0,10
E02002131,0,4,0,0,0,4
E02002132,0,14,4,0,0,18
E02002133,1,3,1,0,0,5
E02002134,0,7,1,0,0,8
E02002135,3,6,0,2,0,11
E02002136,1,4,0,0,0,5
E02002137,2,10,3,0,0,15
E02002138,0,7,2,0,0,9
E02002139,1,12,1,0,0,14
E02002140,1,11,5,1,0,18
E02002141,2,2,1,0,0,5
E02002142,1,6,1,1,0,9
E02002143,1,10,1,2,0,14
E02002144,2,6,1,0,1,10
E02002145,0,4,0,0,0,4
E02002146,1,6,1,0,0,8
E02002147,2,15,4,0,0,21
E02002148,2,7,1,0,0,10
E02002149,6,3,0,1,0,10
E02002150,1,4,0,1,0,6
E02002151,3,1,0,0,0,4
E02002152,2,5,0,0,0,7
E02002153,2,5,1,3,0,11
E02002154,1,5,0,0,0,6
E02002155,1,5,1,0,0,7
E02002156,0,5,1,0,0,6
E02002157,2,6,1,2,0,11
E02002158,0,8,3,0,0,11
E02002159,1,2,2,0,0,5
E02002160,3,4,4,1,0,12
E02002161,1,3,0,1,0,5
E02002162,3,12,4,0,0,19
E02002163,2,7,1,0,0,10
E02002164,0,4,1,0,0,5
E02002165,1,8,2,1,0,12
E02002166,3,4,7,0,1,15
E02002167,3,5,1,0,0,9
E02002168,5,2,1,0,0,8
E02002169,2,10,3,2,0,17
E02002170,2,2,2,0,0,6
E02002171,1,3,0,0,0,4
E02002174,1,5,2,3,0,11
E02002175,0,7,1,0,0,8
E02002176,1,2,0,1,0,4
E02002177,1,4,1,0,0,6
E02002178,4,10,4,0,0,18
E02002179,2,2,1,0,0,5
E02002180,3,2,0,1,0,6
E02002181,1,4,1,0,0,6
E02002182,8,15,3,2,0,28
E02002183,0,3,2,2,0,7
E02002184,0,22,5,1,0,28
E02002185,0,1,1,0,0,2
E02002186,2,6,8,0,0,16
E02002187,3,0,0,0,0,3
E02002188,2,2,2,0,0,6
E02002189,2,7,5,1,0,15
E02002190,0,8,1,1,0,10
E02002191,1,3,1,0,0,5
E02002192,1,10,5,0,0,16
E02002193,0,2,3,1,0,6
E02002194,1,3,2,0,0,6
E02002195,0,0,1,0,0,1
E02002196,0,1,0,0,0,1
E02002197,0,15,11,0,0,26
E02002198,0,0,4,0,0,4
E02002199,0,2,0,2,0,4
E02002200,0,14,4,2,0,20
E02002201,0,7,3,2,0,12
E02002202,0,4,1,0,0,5
E02002203,0,4,0,0,0,4
E02002204,0,5,3,0,1,9
E02002205,0,3,2,0,0,5
E02002206,0,4,0,0,0,4
E02002207,1,3,3,1,1,9
E02002208,0,6,1,1,0,8
E02002209,1,1,1,0,0,3
E02002210,0,2,0,0,0,2
E02002211,0,3,2,0,1,6
E02002212,0,5,3,1,0,9
E02002213,0,5,0,0,0,5
E02002214,0,1,1,0,0,2
E02002215,0,1,3,4,0,8
E02002216,1,14,3,0,0,18
E02002217,0,12,2,1,0,15
E02002218,0,3,1,2,0,6
E02002219,0,4,1,1,3,9
E02002220,1,5,1,0,0,7
E02002221,0,3,2,2,2,9
E02002222,0,7,12,0,0,19
E02002223,0,0,2,0,1,3
E02002224,1,6,1,0,0,8
E02002225,0,3,1,0,0,4
E02002226,1,9,3,2,0,15
E02002227,0,1,1,1,0,3
E02002228,1,3,1,1,0,6
E02002229,0,2,1,1,0,4
E02002230,0,1,2,1,0,4
E02002231,2,8,5,3,1,19
E02002232,1,14,4,0,0,19
E02002233,0,5,3,0,0,8
E02002234,1,3,0,0,0,4
E02002235,0,3,1,0,0,4
E02002236,0,1,3,0,0,4
E02002237,1,2,0,0,0,3
E02002238,0,4,2,0,1,7
E02002239,0,2,1,0,0,3
E02002240,0,2,2,0,0,4
E02002241,0,2,10,7,0,19
E02002242,1,3,1,2,0,7
E02002243,2,3,0,0,0,5
E02002244,0,0,0,0,0,0
E02002245,0,0,0,1,0,1
E02002246,0,1,1,0,1,3
E02002247,0,4,0,1,0,5
E02002248,0,0,0,0,0,0
E02002249,0,0,0,0,0,0
E02002250,0,1,0,0,0,1
E02002251,3,7,2,0,0,12
E02002252,0,1,0,1,0,2
E02002253,0,3,1,0,0,4
E02002254,0,3,1,1,0,5
E02002255,1,6,1,0,1,9
E02002256,0,9,0,1,0,10
E02002257,0,2,0,0,2,4
E02002258,1,2,1,0,1,5
E02002259,0,6,3,0,0,9
E02002260,0,3,0,0,0,3
E02002261,1,3,1,0,0,5
E02002262,0,3,2,0,0,5
E02002263,0,1,0,0,0,1
E02002264,0,2,1,0,0,3
E02002265,0,3,0,0,0,3
E02002266,1,4,3,0,0,8
E02002267,0,5,0,0,0,5
E02002268,0,6,0,0,0,6
E02002269,0,4,2,0,1,7
E02002270,0,3,0,0,0,3
E02002271,0,4,1,0,0,5
E02002272,0,4,2,2,0,8
E02002273,3,4,9,1,0,17
E02002274,1,3,0,0,1,5
E02002275,0,3,1,0,0,4
E02002276,0,4,2,0,0,6
E02002277,0,8,2,0,0,10
E02002278,0,3,0,1,0,4
E02002279,0,1,1,1,0,3
E02002280,0,7,2,1,1,11
E02002281,0,1,1,0,0,2
E02002282,1,1,1,0,0,3
E02002283,0,6,1,0,1,8
E02002284,1,2,0,2,0,5
E02002285,1,1,6,1,1,10
E02002286,0,1,2,0,0,3
E02002287,1,3,9,0,1,14
E02002288,0,4,3,1,0,8
E02002289,0,0,0,0,0,0
E02002290,1,0,1,0,0,2
E02002291,1,3,1,0,1,6
E02002292,1,4,1,0,1,7
E02002293,0,3,0,0,0,3
E02002294,0,7,2,3,1,13
E02002295,0,1,2,0,0,3
E02002296,1,1,1,0,0,3
E02002297,0,1,0,0,0,1
E02002298,0,7,2,0,0,9
E02002299,0,0,0,0,0,0
E02002300,0,5,1,0,1,7
E02002301,0,2,1,1,0,4
E02002302,1,2,0,0,1,4
E02002303,0,6,1,1,0,8
E02002304,1,1,0,0,0,2
E02002305,1,1,1,0,0,3
E02002306,1,4,0,0,0,5
E02002307,1,1,0,0,0,2
E02002308,0,1,1,0,0,2
E02002309,0,8,1,0,0,9
E02002310,0,1,2,1,0,4
E02002311,0,0,1,0,0,1
E02002312,0,1,0,0,0,1
E02002313,0,4,3,1,1,9
E02002314,0,3,4,2,0,9
E02002315,0,1,0,0,0,1
E02002316,0,3,0,0,0,3
E02002317,0,3,0,0,0,3
E02002318,2,4,4,0,0,10
E02002319,0,2,1,0,0,3
E02002320,0,2,1,0,0,3
E02002321,0,6,2,0,0,8
E02002322,0,2,0,0,0,2
E02002323,1,3,1,0,0,5
E02002324,0,6,0,0,0,6
E02002325,0,12,1,2,0,15
E02002326,0,3,0,0,0,3
E02002327,0,6,3,1,0,10
E02002328,0,2,1,0,1,4
E02002329,0,2,1,0,0,3
E02002330,0,3,0,1,0,4
E02002331,0,3,7,3,1,14
E02002332,0,2,0,0,0,2
E02002333,0,4,0,0,1,5
E02002334,0,6,3,1,0,10
E02002335,1,3,0,0,0,4
E02002336,0,1,1,0,1,3
E02002337,1,2,4,1,0,8
E02002338,0,6,9,0,0,15
E02002339,1,3,0,0,0,4
E02002340,0,1,0,0,0,1
E02002341,1,6,3,0,1,11
E02002342,0,3,1,0,0,4
E02002343,0,1,0,0,0,1
E02002344,0,2,1,0,0,3
E02002345,0,2,2,0,0,4
E02002346,0,1,0,0,0,1
E02002347,0,2,1,0,0,3
E02002348,0,6,5,1,0,12
E02002349,0,12,7,0,0,19
E02002350,1,3,2,0,0,6
E02002351,0,3,2,1,0,6
E02002352,0,4,13,0,0,17
E02002353,1,3,2,1,0,7
E02002354,0,9,3,0,0,12
E02002356,0,0,4,1,0,5
E02002357,0,1,2,1,0,4
E02002358,0,2,0,0,0,2
E02002359,0,1,1,0,0,2
E02002360,0,2,0,0,0,2
E02002361,1,2,1,1,0,5
E02002362,1,3,2,0,0,6
E02002363,0,6,1,1,0,8
E02002364,1,15,9,0,0,25
E02002366,1,9,5,5,4,24
E02002367,0,5,0,0,0,5
E02002368,0,0,2,0,0,2
E02002369,0,0,1,0,0,1
E02002370,0,0,0,0,0,0
E02002371,0,7,4,0,0,11
E02002373,0,5,2,1,0,8
E02002374,0,3,0,0,0,3
E02002375,0,1,0,1,0,2
E02002376,0,7,4,0,0,11
E02002377,0,1,0,1,1,3
E02002379,1,2,0,0,0,3
E02002380,1,2,1,0,0,4
E02002381,0,1,0,0,0,1
E02002382,0,4,1,2,0,7
E02002383,0,1,0,0,0,1
E02002384,0,3,0,0,0,3
E02002385,0,2,0,1,0,3
E02002386,0,4,1,1,0,6
E02002387,1,5,1,0,0,7
E02002388,0,3,2,0,0,5
E02002389,1,4,1,1,0,7
E02002390,0,5,0,0,0,5
E02002391,0,2,0,0,0,2
E02002392,0,0,1,0,0,1
E02002393,0,3,1,1,0,5
E02002394,0,3,1,0,0,4
E02002395,0,12,1,1,0,14
E02002396,0,5,1,0,0,6
E02002397,0,5,3,0,0,8
E02002398,0,5,0,0,0,5
E02002399,0,4,1,0,1,6
E02002400,0,2,0,0,0,2
E02002401,0,2,1,0,0,3
E02002402,1,26,6,0,0,33
E02002403,1,5,2,1,0,9
E02002404,0,5,1,0,0,6
E02002405,0,11,5,0,0,16
E02002406,0,0,2,0,0,2
E02002407,0,2,1,1,0,4
E02002408,1,3,1,1,1,7
E02002409,0,5,0,0,0,5
E02002410,1,6,2,0,0,9
E02002411,0,12,2,1,0,15
E02002412,1,2,1,0,0,4
E02002414,0,3,9,2,1,15
E02002415,1,2,0,0,0,3
E02002416,1,4,0,0,0,5
E02002417,0,1,3,0,0,4
E02002418,0,4,0,0,0,4
E02002419,1,5,0,0,1,7
E02002420,0,3,2,1,0,6
E02002421,1,1,1,0,0,3
E02002422,2,7,2,0,0,11
E02002423,0,7,0,0,0,7
E02002424,3,5,1,0,0,9
E02002425,1,8,0,1,0,10
E02002426,0,7,2,0,0,9
E02002427,0,1,4,0,0,5
E02002428,1,1,0,0,0,2
E02002429,1,4,1,0,0,6
E02002430,1,4,4,0,0,9
E02002431,1,3,1,0,0,5
E02002432,0,11,5,0,1,17
E02002433,0,2,1,0,0,3
E02002434,0,10,3,1,0,14
E02002435,0,2,3,0,0,5
E02002436,1,4,2,0,0,7
E02002437,3,1,0,0,0,4
E02002438,0,0,4,0,0,4
E02002439,1,13,2,0,1,17
E02002440,0,4,2,1,0,7
E02002441,0,6,2,3,0,11
E02002442,1,2,5,0,0,8
E02002443,0,0,1,0,0,1
E02002444,0,4,0,0,0,4
E02002445,0,7,13,0,0,20
E02002446,1,6,1,0,1,9
E02002447,1,7,2,0,0,10
E02002448,0,1,2,0,0,3
E02002449,0,0,5,3,1,9
E02002450,0,2,1,0,0,3
E02002451,0,3,2,1,1,7
E02002452,0,5,3,0,0,8
E02002453,1,10,4,1,0,16
E02002454,0,4,6,7,1,18
E02002455,0,3,4,0,0,7
E02002456,0,0,0,0,0,0
E02002457,1,15,0,0,1,17
E02002458,0,1,1,1,0,3
E02002459,0,2,2,2,0,6
E02002460,0,5,4,0,1,10
E02002461,2,12,5,1,0,20
E02002462,1,1,0,0,0,2
E02002463,0,16,0,1,0,17
E02002464,0,2,0,0,0,2
E02002465,0,3,0,0,0,3
E02002466,3,3,2,0,0,8
E02002467,0,2,0,0,0,2
E02002468,1,0,1,0,0,2
E02002469,0,4,1,0,0,5
E02002470,0,6,3,0,0,9
E02002471,1,5,0,0,0,6
E02002472,0,3,0,0,0,3
E02002473,2,2,3,0,0,7
E02002474,1,5,1,1,0,8
E02002475,1,2,2,0,1,6
E02002476,0,4,2,0,0,6
E02002477,0,4,0,1,0,5
E02002478,0,0,1,1,0,2
E02002479,0,6,1,0,0,7
E02002480,1,8,1,1,0,11
E02002481,1,15,2,1,1,20
E02002482,0,2,2,0,1,5
E02002483,0,4,4,2,0,10
E02002484,0,4,10,1,1,16
E02002485,0,9,3,1,0,13
E02002487,0,3,1,1,0,5
E02002488,1,6,6,0,0,13
E02002489,1,2,0,0,0,3
E02002490,0,0,2,1,0,3
E02002491,0,10,3,0,0,13
E02002492,2,0,0,0,0,2
E02002493,1,5,3,1,0,10
E02002494,0,8,3,1,0,12
E02002496,3,9,4,1,1,18
E02002497,1,5,1,0,0,7
E02002498,0,6,5,1,0,12
E02002499,0,20,1,1,0,22
E02002500,1,3,1,0,0,5
E02002501,1,11,2,0,0,14
E02002502,3,3,2,0,0,8
E02002503,1,4,1,0,0,6
E02002504,0,5,3,0,0,8
E02002505,0,2,5,1,0,8
E02002506,0,7,9,0,0,16
E02002507,0,2,4,0,0,6
E02002508,0,2,0,0,0,2
E02002509,0,2,0,0,0,2
E02002510,0,2,0,1,0,3
E02002512,0,4,1,0,0,5
E02002513,1,15,6,2,0,24
E02002514,2,17,7,1,0,27
E02002515,0,3,8,2,0,13
E02002516,0,5,2,0,0,7
E02002517,1,1,0,1,0,3
E02002518,0,9,8,0,0,17
E02002519,0,8,3,1,0,12
E02002520,2,3,0,1,0,6
E02002521,0,4,12,4,1,21
E02002523,0,5,0,0,0,5
E02002524,0,0,1,0,0,1
E02002525,2,7,0,0,0,9
E02002526,0,2,1,1,0,4
E02002527,0,3,1,0,0,4
E02002529,0,0,0,0,0,0
E02002530,1,1,0,0,0,2
E02002532,0,2,1,0,0,3
E02002533,0,0,5,5,0,10
E02002534,0,1,1,1,0,3
E02002535,1,3,4,1,0,9
