MSOAC,LSOACOUNT,POPMID15,IMD19 SCORE
E02001649,6,9690,60.9020613
E02001650,5,10375,27.91010323
E02001651,5,8058,2.9406483
E02001652,6,12221,25.72432141
E02001653,4,7405,45.16305888
E02001654,4,6279,25.3556415
E02001655,5,7809,37.14841337
E02001656,5,7946,7.251071231
E02001657,6,9249,4.483016975
E02001658,4,5491,58.45538135
E02001659,4,6129,41.07066879
E02001660,6,9989,16.78103484
E02001661,5,8105,43.41585305
E02001662,5,7589,26.18512834
E02001663,5,7679,16.76797409
E02001664,4,6284,22.59443046
E02001665,6,9568,3.459761706
E02001666,4,6160,28.02893506
E02001669,5,7633,13.86831089
E02001670,4,6185,51.90914535
E02001671,4,5842,15.44047826
E02001672,4,6176,19.06367892
E02001673,4,5342,10.55797716
E02001674,6,8523,12.80857515
E02001675,6,8862,32.81092575
E02001676,4,5878,6.959018374
E02001678,6,10129,6.562253233
E02001679,4,6436,35.47992806
E02001680,4,6212,57.79644221
E02001681,5,7600,10.94409829
E02001682,5,8298,16.12276211
E02001683,6,9124,13.21573882
E02001684,4,6746,40.88594604
E02001685,5,8207,32.29681528
E02001686,5,6894,16.64834044
E02001688,4,7555,35.87198822
E02001689,5,8492,42.20678156
E02001690,5,7457,21.81069264
E02001691,5,8761,35.41630613
E02001692,4,6565,51.68881173
E02001693,4,5611,43.96930797
E02001694,4,6539,21.71130402
E02001695,4,6340,16.51059921
E02001696,6,9243,35.47608352
E02001697,5,7545,14.36112922
E02001698,5,7151,9.075102923
E02001699,5,6891,33.58389566
E02001700,7,10501,18.33745377
E02001701,4,6300,9.716729841
E02001702,5,8026,49.50591926
E02001703,4,5603,16.03934464
E02001704,5,7010,35.43688859
E02001705,4,7112,30.81904879
E02001706,4,7650,28.98742627
E02001707,5,8223,27.75072626
E02001708,7,11137,15.18706627
E02001709,6,10215,7.04768928
E02001710,7,9692,38.70824051
E02001711,6,9497,40.02602422
E02001712,6,9842,8.952108921
E02001713,7,10474,11.46029654
E02001714,6,9572,7.336332323
E02001715,7,11410,38.41788379
E02001718,4,5762,45.34094221
E02001719,6,9020,14.10210965
E02001720,5,9887,7.92063366
E02001721,7,10312,27.50734901
E02001722,7,9518,34.67884934
E02001723,4,6365,33.66901194
E02001724,5,9096,10.28008355
E02001725,6,10426,27.48625906
E02001726,8,12469,30.34223578
E02001727,6,8485,32.43030489
E02001728,7,9544,31.88198806
E02001729,6,13057,29.54641778
E02001730,7,17015,20.79016521
E02001731,8,16362,31.40439084
E02001732,3,4978,46.68319305
E02001733,7,11953,61.47395123
E02001734,5,7957,46.38182003
E02001735,4,6640,63.49815301
E02001736,7,13543,55.19519228
E02001737,4,6109,63.03279653
E02001738,4,5745,4.927479199
E02001739,5,7449,24.57851497
E02001740,4,5832,4.17714489
E02001741,5,7247,11.36407244
E02001742,4,6041,7.681475915
E02001743,5,7670,19.35446193
E02001744,4,6851,18.05062838
E02001745,4,6525,19.62618943
E02001746,5,8328,15.45898151
E02001747,4,6200,9.396215161
E02001748,5,7944,21.74696261
E02001749,4,6117,14.88870083
E02001750,4,6583,10.32296749
E02001751,4,5929,19.08794181
E02001752,4,6323,32.50322727
E02001753,4,6292,15.53370645
E02001754,4,5939,9.241096818
E02001755,5,8243,14.84887335
E02001756,6,9353,28.92020411
E02001757,4,5809,22.35335238
E02001758,4,5467,20.50714725
E02001759,4,6101,25.72273709
E02001760,5,7829,47.56645702
E02001761,4,5486,21.69039628
E02001762,4,5459,15.42687195
E02001763,4,6303,34.73661257
E02001764,5,7625,51.05470649
E02001765,4,7704,37.73854894
E02001766,4,7367,35.56701357
E02001767,5,6964,33.50890523
E02001768,5,8482,35.08307498
E02001769,5,7732,51.84913916
E02001770,5,6404,18.67013632
E02001771,4,6605,31.57505572
E02001772,4,5310,26.48884727
E02001773,4,5331,11.69315626
E02001774,4,5419,44.42674977
E02001775,4,5536,34.64227782
E02001776,6,8708,32.54346911
E02001777,4,6140,22.27596515
E02001778,4,5962,39.10737521
E02001779,4,5604,46.21295432
E02001780,3,5643,29.63006823
E02001781,4,5443,45.68761235
E02001782,6,8718,33.62731395
E02001783,5,6879,46.75872278
E02001784,5,6806,32.3258372
E02001785,5,7781,21.21665172
E02001786,5,6832,37.13820916
E02001787,4,5521,28.06052581
E02001788,4,5868,27.80400886
E02001789,4,5692,5.741191848
E02001790,4,6079,13.85843478
E02001791,4,5630,7.404115986
E02001792,5,6907,11.76197293
E02001793,6,8326,49.76336176
E02001794,6,8717,47.1435386
E02001795,5,7625,45.52842636
E02001796,6,9447,21.65148227
E02001797,4,5985,15.52019933
E02001798,6,8224,34.11237634
E02001799,7,9806,41.29442535
E02001800,5,7124,23.4639475
E02001801,4,6935,31.89611146
E02001802,4,6413,50.395477
E02001803,5,9492,35.63880763
E02001804,4,6559,32.05002744
E02001805,4,5913,22.48011043
E02001806,6,8390,63.00975995
E02001807,5,7619,27.15763
E02001808,4,6144,21.17739665
E02001809,5,6457,22.02728094
E02001810,6,8586,22.27198894
E02001811,6,9077,39.48871015
E02001812,7,10181,12.547276
E02001813,7,10037,47.06562519
E02001814,4,6292,29.22766704
E02001815,7,10203,16.09176301
E02001816,5,6931,39.43120286
E02001817,4,6440,29.84691102
E02001818,5,8727,27.47849582
E02001819,5,6748,12.35733551
E02001820,5,8723,27.1603837
E02001821,4,5743,17.98871322
E02001822,5,7494,24.24622498
E02001823,5,7350,30.4231015
E02001824,6,8665,28.59023358
E02001825,5,7025,30.82907929
E02001826,4,6878,42.31839096
E02001827,4,6209,13.38696167
E02001828,4,7058,12.55663942
E02001829,5,8832,5.984081182
E02001830,6,9483,8.740283771
E02001831,6,10180,26.30529126
E02001832,5,8152,10.41234176
E02001833,4,5785,16.40357597
E02001834,4,6154,38.33092363
E02001835,5,8181,16.01593008
E02001836,6,9043,12.99030631
E02001837,7,10598,61.66285214
E02001838,5,7550,9.549322914
E02001839,4,6421,27.95074428
E02001840,5,9141,55.87451635
E02001841,4,5811,7.957626742
E02001842,5,7461,22.48216767
E02001843,4,6790,23.85383078
E02001844,6,9850,23.51272132
E02001845,4,6279,23.3713448
E02001846,5,8132,43.00487174
E02001847,4,5510,18.88048457
E02001848,4,6815,47.68990814
E02001849,4,7200,48.66268514
E02001850,5,8011,27.58547709
E02001851,5,8871,31.92557818
E02001852,4,6842,40.47747588
E02001854,5,7807,34.82904445
E02001855,6,9923,54.85841137
E02001856,5,9302,42.55645947
E02001857,8,13722,53.04744082
E02001858,5,8696,39.82689558
E02001859,6,10653,42.69027757
E02001860,5,9028,45.00746323
E02001861,5,10497,49.57467238
E02001862,6,10658,44.28300113
E02001863,4,8059,58.43435153
E02001864,4,5710,56.57795219
E02001865,6,11222,50.21739628
E02001866,5,8737,59.79944569
E02001867,3,7262,56.75268438
E02001868,5,9146,29.18570304
E02001869,3,6725,56.24765338
E02001870,6,12132,43.04602522
E02001871,5,8191,51.06661775
E02001872,4,7431,49.92059077
E02001873,5,11240,52.65242927
E02001874,5,9820,57.38055794
E02001875,5,8589,48.64709733
E02001876,5,13575,38.50601112
E02001877,5,11756,53.62958796
E02001878,4,9290,51.10469892
E02001879,5,10937,48.38134434
E02001880,6,9810,56.86835994
E02001881,5,10129,55.48702705
E02001882,5,8541,42.66767521
E02001883,5,8233,52.32582327
E02001884,5,9950,50.31670372
E02001886,5,9601,30.68506635
E02001888,4,6688,49.52672967
E02001889,4,8737,46.99277109
E02001890,6,10883,25.17927943
E02001892,6,10618,50.99087276
E02001893,5,8377,33.04537233
E02001895,5,8571,50.08355606
E02001896,5,9624,49.49154634
E02001897,5,8046,68.44482873
E02001898,4,6489,20.89575528
E02001899,5,8053,15.44718639
E02001900,4,7224,33.80861088
E02001901,5,8184,16.51791227
E02001902,4,6281,27.66840503
E02001903,4,7580,57.53814578
E02001904,4,7556,42.87594918
E02001905,4,10665,14.78592518
E02001906,6,9315,27.80691422
E02001907,6,9869,26.92113466
E02001908,4,8973,51.57052346
E02001909,5,8271,58.06834857
E02001910,4,7228,57.33774128
E02001911,5,8170,48.57036842
E02001913,4,7832,30.00844867
E02001914,3,6805,34.21550301
E02001915,7,12024,32.04201988
E02001916,5,9069,43.77878101
E02001918,6,8876,37.02761852
E02001919,4,6641,30.4203248
E02001920,5,7634,45.96022714
E02001921,5,7854,40.58383906
E02001922,5,14239,17.06845727
E02001923,6,10875,33.81660763
E02001924,4,6566,33.78644091
E02001925,4,6635,22.2170211
E02001926,5,7463,27.77746684
E02001927,5,7779,45.33066371
E02001928,5,6864,39.98599461
E02001929,6,9911,49.78923883
E02001930,5,7932,23.15823336
E02001931,5,8063,24.3385338
E02001932,4,7357,46.09453921
E02001933,5,7326,38.19408668
E02001934,4,6944,20.02554623
E02001935,5,7882,27.29329244
E02001936,4,6494,20.04409917
E02001937,5,8176,47.27721636
E02001938,5,7861,24.82313014
E02001939,4,5777,38.32352796
E02001941,4,6195,49.34359064
E02001942,4,6734,29.40933561
E02001943,4,6463,32.8654993
E02001944,4,8251,29.70629209
E02001945,5,7837,50.82705946
E02001946,5,7600,23.92342461
E02001947,4,6383,62.73119129
E02001948,5,7495,26.54300707
E02001949,4,6177,41.06218504
E02001950,5,8536,25.66135426
E02001951,5,8606,57.78584499
E02001952,5,9179,53.20501536
E02001953,5,7053,24.57964894
E02001954,5,7751,59.23762392
E02001955,4,6774,38.90460009
E02001956,4,6759,28.83647448
E02001957,5,7835,21.74433287
E02001958,4,7899,29.34162793
E02001959,4,6378,19.37657792
E02001961,5,8093,45.04767836
E02001962,4,6529,37.15013203
E02001963,4,6182,20.85058347
E02001964,6,9049,56.78659797
E02001965,5,8114,17.98943517
E02001966,4,7258,39.91662731
E02001967,4,6762,13.23241955
E02001968,4,7770,28.05006911
E02001969,4,6901,35.82668976
E02001970,4,5780,22.24456592
E02001971,4,5903,16.41397916
E02001972,6,11046,47.63947791
E02001973,5,9006,33.70321652
E02001974,6,9839,13.08253146
E02001975,5,8245,18.0030587
E02001976,5,7746,26.93344423
E02001977,5,10355,35.08300637
E02001978,4,7007,20.58928571
E02001979,4,5931,9.624419322
E02001980,4,6056,5.950085865
E02001981,6,13349,39.72348176
E02001982,4,8598,12.06436799
E02001983,5,7915,16.46418358
E02001984,6,10068,20.51565822
E02001985,4,10602,25.4620864
E02001986,5,8080,36.25015359
E02001987,4,6578,18.90210854
E02001988,4,10876,26.73446515
E02001989,4,6078,17.68335308
E02001990,6,9461,9.596858683
E02001991,6,8791,11.83147355
E02001992,6,10025,35.39983312
E02001993,4,7894,30.36457778
E02001994,5,8633,15.77529932
E02001995,4,8686,21.88841032
E02001996,4,7157,54.45452774
E02001997,5,8831,8.335447061
E02001998,4,5934,6.704548197
E02001999,4,9934,11.57470566
E02002000,5,7914,31.79934976
E02002001,4,6014,25.197642
E02002002,5,6944,8.157939084
E02002003,6,9078,22.16848579
E02002004,5,7507,33.84899041
E02002005,5,8834,47.10086801
E02002006,4,6499,29.82031974
E02002007,6,8896,20.11202327
E02002008,5,8485,10.13767295
E02002009,4,6754,46.01217738
E02002010,4,7513,44.09008745
E02002011,4,5705,10.66434216
E02002012,5,7956,42.32734087
E02002013,5,6535,9.607706809
E02002014,4,7342,36.96422882
E02002015,4,6180,21.13997379
E02002016,5,7916,44.28763201
E02002017,5,8642,32.59505728
E02002018,6,8939,10.32851281
E02002019,5,7982,35.81034703
E02002020,6,9699,12.86522466
E02002021,4,7522,42.54788687
E02002022,5,8403,32.17834678
E02002023,4,5316,15.41241102
E02002024,5,8438,25.29900936
E02002025,5,7983,24.01740135
E02002026,5,6965,14.64791744
E02002027,4,5575,6.96325722
E02002028,4,5866,14.99835953
E02002029,4,5848,10.74369101
E02002030,4,6305,26.67061634
E02002031,4,6020,25.12139502
E02002032,6,10233,27.3004763
E02002033,5,7793,14.91909586
E02002034,5,7957,23.3622697
E02002035,4,6160,10.66660438
E02002036,4,6515,38.45190253
E02002037,4,5920,16.4123473
E02002038,6,9405,23.74317937
E02002039,4,6382,13.314165
E02002040,4,6006,7.304851149
E02002041,4,6203,14.03861664
E02002042,5,8182,8.792569298
E02002043,5,8866,35.08991157
E02002044,4,7549,28.85156815
E02002045,5,7909,30.64159957
E02002046,4,5742,56.84089011
E02002047,4,6565,38.12934425
E02002048,4,6413,15.81894948
E02002049,4,6306,32.35845861
E02002051,4,5544,50.90994499
E02002052,6,11215,39.02860963
E02002053,4,6772,21.02587685
E02002054,4,5565,22.48337017
E02002055,6,9493,36.73448868
E02002056,5,8986,51.18393434
E02002057,6,9408,39.93831101
E02002058,6,12026,30.95770431
E02002059,6,10862,37.25853996
E02002060,3,6458,45.65867931
E02002061,4,5926,42.4913213
E02002062,4,8019,48.40274211
E02002063,5,9763,28.67592697
E02002064,7,12352,28.38045013
E02002065,7,12598,38.48266558
E02002066,4,7592,39.58755295
E02002067,4,5382,27.84405946
E02002068,6,13010,42.87401384
E02002069,4,6660,37.74164219
E02002070,5,9549,43.31685108
E02002071,4,6700,35.73120776
E02002072,5,8518,29.34212785
E02002073,5,7693,38.4549029
E02002074,5,8160,32.48850123
E02002075,5,8825,32.40994266
E02002076,7,10831,22.88776336
E02002077,6,10364,32.58313412
E02002078,4,6315,18.20114759
E02002079,5,8164,30.55259309
E02002080,4,6850,34.9059854
E02002081,4,5466,16.60953311
E02002082,4,5834,44.55660062
E02002083,4,5948,10.79042266
E02002084,4,6483,43.05907743
E02002085,4,6343,39.58939524
E02002086,4,5571,50.10260779
E02002087,4,6068,46.50955339
E02002088,6,9329,47.57869332
E02002089,5,7786,21.66550128
E02002090,4,5798,15.85040221
E02002091,5,7367,14.69971413
E02002092,5,7064,22.96496291
E02002093,4,6850,17.90876073
E02002094,4,6144,5.080820964
E02002095,5,9017,12.59325929
E02002096,6,10347,9.765861892
E02002097,4,6945,13.21342419
E02002098,6,9606,12.46481553
E02002099,4,6733,4.882825041
E02002101,4,5727,16.94610721
E02002102,5,8758,10.61150651
E02002103,4,6085,9.914001315
E02002104,4,6131,4.128407601
E02002105,5,8000,4.965307375
E02002106,6,9588,4.842334168
E02002107,4,5904,4.263949356
E02002108,6,9840,4.410787805
E02002109,6,9761,5.719586006
E02002110,4,6990,21.63192775
E02002111,4,6145,35.31977217
E02002112,4,5421,18.87057167
E02002113,4,6531,24.91733486
E02002114,4,5967,18.8055341
E02002115,4,6739,35.74110372
E02002116,5,6791,14.11813312
E02002117,4,6448,29.10017928
E02002118,5,7376,43.57975122
E02002119,4,5936,22.5392874
E02002120,4,6234,20.53124479
E02002121,4,6637,51.47410698
E02002122,3,5727,55.52079396
E02002123,4,6528,31.14328294
E02002124,4,7067,21.31918551
E02002125,4,6074,28.82345258
E02002126,4,6625,53.91636679
E02002127,4,8894,50.26261064
E02002128,4,5480,27.53626661
E02002129,4,5841,24.97848639
E02002130,4,6842,41.25240836
E02002131,5,7841,9.269684607
E02002132,4,6466,36.91561414
E02002133,4,6666,34.05098995
E02002134,5,8547,41.41561144
E02002135,4,7666,44.89034777
E02002136,4,7894,34.94339004
E02002137,4,6254,4.970100736
E02002138,4,6549,20.91175981
E02002139,5,9833,45.63119882
E02002140,5,8238,45.58534644
E02002141,4,6627,7.391228459
E02002142,4,6876,41.33299113
E02002143,6,10049,41.39817803
E02002144,4,6758,8.433906777
E02002145,4,7272,43.63333251
E02002146,4,6492,29.81975262
E02002147,5,8183,38.28356214
E02002148,7,11376,12.77796932
E02002149,7,10099,27.7984449
E02002150,4,5732,25.82034962
E02002151,4,5905,33.72533971
E02002152,4,6200,45.81085419
E02002153,5,7360,31.88416549
E02002154,4,5688,34.03238801
E02002155,4,6256,50.80121819
E02002156,5,8252,23.87852593
E02002157,5,7661,14.20970004
E02002158,5,7351,31.04390178
E02002159,4,6042,42.59275687
E02002160,4,7219,24.7874581
E02002161,4,6557,39.7819207
E02002162,5,7593,13.92190083
E02002163,6,11851,38.71889064
E02002164,4,7328,39.76326938
E02002165,5,7778,35.9785234
E02002166,6,9466,44.72558832
E02002167,4,6626,16.39389315
E02002168,6,11244,42.76227926
E02002169,6,8650,12.88354081
E02002170,4,6313,37.78102899
E02002171,5,7398,37.41082901
E02002174,5,7526,17.3111552
E02002175,4,7336,49.73198909
E02002176,5,7597,25.56360735
E02002177,5,9773,40.73685951
E02002178,5,8067,18.54243325
E02002179,4,6217,14.79730449
E02002180,4,6461,24.86507832
E02002181,4,7735,39.43717557
E02002182,4,6528,31.60659896
E02002183,4,5496,7.093616448
E02002184,8,13188,7.868931377
E02002185,4,5921,6.734071272
E02002186,8,12972,13.51127644
E02002187,4,5998,5.036653384
E02002188,4,7644,12.73653532
E02002189,4,6749,34.11946274
E02002190,7,12091,44.76426904
E02002191,6,9623,49.52662548
E02002192,5,9207,7.552269903
E02002193,4,6038,51.27033786
E02002194,5,7300,30.70943959
E02002195,4,6338,10.16044778
E02002196,4,6404,20.27593036
E02002197,5,8866,22.01840503
E02002198,5,8011,20.2316893
E02002199,4,6367,15.27187749
E02002200,6,9048,20.8414275
E02002201,7,12019,25.00783726
E02002202,5,7423,32.05478944
E02002203,5,7512,39.56305405
E02002204,7,11523,13.71176178
E02002205,6,9983,18.73655454
E02002206,5,8669,27.24843027
E02002207,4,7490,34.13422256
E02002208,5,7956,39.31940196
E02002209,4,6648,52.86665208
E02002210,5,7497,28.04916473
E02002211,4,7228,32.67211372
E02002212,4,7713,38.85073266
E02002213,4,6841,18.31978907
E02002214,4,6030,27.19480697
E02002215,5,10513,44.2061734
E02002216,5,9543,60.88442513
E02002217,5,9802,48.87854815
E02002218,6,9668,37.54326303
E02002219,4,8056,46.91590529
E02002220,5,9105,49.08721768
E02002221,8,14353,58.14821919
E02002222,5,8546,42.49987585
E02002223,4,7811,52.71457675
E02002224,5,10704,53.66500215
E02002225,5,8305,26.89372222
E02002226,6,14695,39.17038258
E02002227,4,6600,58.92167924
E02002228,4,7142,53.42603318
E02002229,5,7851,29.42560693
E02002230,5,9480,56.20129061
E02002231,7,13056,35.02171224
E02002232,4,6864,52.98701209
E02002233,5,9395,53.63258457
E02002234,5,8318,68.44731883
E02002235,4,7142,49.36543111
E02002236,4,6014,29.61225374
E02002237,5,8479,33.05392204
E02002238,4,6262,44.54048547
E02002239,5,10877,33.14436766
E02002240,7,10689,21.33371503
E02002241,8,11990,40.4426377
E02002242,5,7630,24.76451586
E02002243,6,9196,37.62905111
E02002244,4,6063,19.45291968
E02002245,4,5348,48.2292945
E02002246,6,9581,11.52054942
E02002247,6,9372,17.14681167
E02002248,5,7768,42.60029132
E02002249,4,5478,50.63946276
E02002250,5,8468,18.64070229
E02002251,4,7961,39.73953272
E02002252,4,6465,22.55578283
E02002253,4,8398,37.34102143
E02002254,4,6238,10.36144469
E02002255,5,7873,61.5982219
E02002256,6,9405,31.48178331
E02002257,4,6663,45.90945595
E02002258,5,9017,19.32889719
E02002259,4,6665,20.74566677
E02002260,6,9396,24.44172307
E02002261,5,8328,24.55657997
E02002262,5,7825,23.82887425
E02002263,4,6602,26.85986671
E02002264,4,6918,11.59398222
E02002265,4,5742,22.99025967
E02002266,4,5877,15.75754211
E02002267,5,8002,23.63751112
E02002268,6,10208,27.6797261
E02002269,6,9581,15.57025321
E02002270,5,8590,11.62724354
E02002271,5,7237,13.09497292
E02002272,6,9666,28.20781306
E02002273,4,6893,19.40471246
E02002274,4,7140,14.0803409
E02002275,5,8534,24.3531644
E02002276,5,7326,29.36985217
E02002277,4,6633,28.75499879
E02002278,4,6632,26.16835434
E02002279,4,6284,32.59512031
E02002280,4,6548,47.30702902
E02002281,7,11704,31.77862568
E02002282,4,7539,33.86405399
E02002283,5,7709,32.78878363
E02002284,4,6032,22.76300796
E02002285,5,8228,14.97693704
E02002286,4,6373,35.6863565
E02002287,3,7166,39.66757926
E02002288,6,9469,32.86185849
E02002289,4,6804,48.76168048
E02002290,4,6358,12.47338644
E02002291,4,6579,17.55883432
E02002292,4,5856,17.83136629
E02002293,5,8403,44.68724479
E02002294,6,11091,32.35803733
E02002295,4,7123,39.42128317
E02002296,4,6947,17.19648309
E02002297,4,6829,15.68371182
E02002298,5,6755,29.65071858
E02002299,4,6841,50.92397047
E02002300,4,7206,12.71589592
E02002301,4,8175,36.42735951
E02002302,4,6365,11.56450699
E02002303,4,6539,21.52074828
E02002304,4,6748,28.40332795
E02002305,4,6241,39.53658644
E02002306,4,6303,11.53523528
E02002307,4,5946,24.63286142
E02002308,4,6570,20.06209498
E02002309,4,6774,38.26488367
E02002310,4,6088,27.72549491
E02002311,4,6688,25.83603648
E02002312,4,9946,29.01262628
E02002313,4,7939,44.35166205
E02002314,4,5952,19.94668464
E02002315,4,6806,29.23164943
E02002316,4,6485,12.91203254
E02002317,4,7374,35.07648549
E02002318,4,6390,33.59145869
E02002319,4,6629,18.58933927
E02002320,4,6248,20.34332714
E02002321,4,7071,9.883704992
E02002322,4,6535,17.89389013
E02002323,6,8507,11.3743376
E02002324,4,6579,12.03383599
E02002325,5,8609,14.52086793
E02002326,4,6324,6.083802657
E02002327,6,10026,10.27277359
E02002328,4,7070,11.5166918
E02002329,7,12023,10.64671746
E02002330,5,6518,5.014984198
E02002331,4,6822,17.98352917
E02002332,4,5854,16.66247813
E02002333,5,7831,11.62413153
E02002334,5,7162,8.713864563
E02002335,5,7534,6.543192859
E02002336,4,6607,5.993306342
E02002337,4,7313,5.780117599
E02002338,4,6923,12.81413173
E02002339,4,5436,26.09443837
E02002340,4,5568,17.37502784
E02002341,5,7277,5.04797815
E02002342,4,5604,14.99559118
E02002343,4,5685,9.381453826
E02002344,5,7702,8.511035575
E02002345,4,5544,5.838066558
E02002346,4,5889,26.80359314
E02002347,4,6140,36.84563322
E02002348,4,6128,22.56624674
E02002349,4,5693,11.76877147
E02002350,4,6288,6.250793416
E02002351,4,5455,7.723732172
E02002352,5,7377,9.560306493
E02002353,4,5916,10.73327214
E02002354,5,7876,20.22358393
E02002356,5,7567,8.705011101
E02002357,5,7775,15.72888669
E02002358,5,7362,26.80374559
E02002359,4,6347,10.13984402
E02002360,4,6932,16.47546624
E02002361,4,5869,20.91423496
E02002362,5,7650,41.84252157
E02002363,4,6821,12.65714221
E02002364,4,5706,57.64462583
E02002366,5,8076,20.05097784
E02002367,4,6163,48.97846017
E02002368,5,8078,9.931448131
E02002369,5,6935,52.60673958
E02002370,4,6986,42.76160492
E02002371,5,9847,41.68507759
E02002373,4,9242,16.58000703
E02002374,4,6819,25.64887066
E02002375,4,6379,48.27038109
E02002376,4,7334,53.44363758
E02002377,4,7300,52.3388289
E02002379,4,5366,61.16443142
E02002380,4,5206,26.40561717
E02002381,4,6126,25.80980183
E02002382,4,6891,61.43623915
E02002383,5,8232,24.29594849
E02002384,5,11901,33.61175212
E02002385,5,8179,32.50755386
E02002386,6,8561,16.19668018
E02002387,4,5676,50.73327449
E02002388,5,7520,41.43874947
E02002389,4,6982,52.52750473
E02002390,4,6141,33.48251441
E02002391,5,7653,20.8507009
E02002392,3,10119,23.37978654
E02002393,5,8222,58.30679968
E02002394,4,7460,63.25589062
E02002395,4,6572,18.18576111
E02002396,6,8521,33.77789508
E02002397,5,7535,28.13990883
E02002398,5,7332,16.82382351
E02002399,4,6134,46.87445484
E02002400,5,8303,61.28821703
E02002401,4,6443,60.130903
E02002402,4,5646,9.262315445
E02002403,4,6090,14.70918982
E02002404,6,9879,46.63187914
E02002405,5,8402,19.85619948
E02002406,5,7047,6.887493685
E02002407,4,6480,56.44571914
E02002408,5,7302,21.04297727
E02002409,4,5848,35.10760482
E02002410,4,6539,29.18241077
E02002411,5,7740,48.12913566
E02002412,4,6814,22.32777678
E02002414,4,6215,56.45438665
E02002415,4,6953,68.38500403
E02002416,4,6603,18.38067378
E02002417,4,6467,17.84168641
E02002418,5,7114,15.97203458
E02002419,5,8059,46.72071684
E02002420,5,8309,30.14583319
E02002421,4,5984,64.24993382
E02002422,4,6247,12.91342837
E02002423,4,5609,42.05632091
E02002424,5,7621,18.65041136
E02002425,5,8332,19.17495103
E02002426,5,7637,15.1984067
E02002427,5,6889,23.14740528
E02002428,4,7728,27.8754045
E02002429,5,8321,19.25626764
E02002430,5,7422,56.63631339
E02002431,5,8034,27.39926102
E02002432,5,7185,18.04992721
E02002433,4,6248,31.85649408
E02002434,4,9646,16.15655194
E02002435,5,7209,18.12871119
E02002436,4,6611,26.48277341
E02002437,4,6160,8.652511526
E02002438,5,8308,47.03505104
E02002439,5,7955,36.87639874
E02002440,5,7910,37.11413224
E02002441,5,8992,34.79051446
E02002442,4,7017,18.18757161
E02002443,4,6419,12.24539617
E02002444,4,6014,18.73854905
E02002445,5,7213,18.07042839
E02002446,4,5970,12.25337755
E02002447,4,6288,30.79633397
E02002448,5,7716,41.26619375
E02002449,5,8389,18.39047455
E02002450,4,6992,17.44772955
E02002451,5,7364,13.42467586
E02002452,5,8089,39.27564297
E02002453,6,9474,36.56822852
E02002454,4,8063,35.08143631
E02002455,4,6210,41.54026087
E02002456,4,7569,25.25473563
E02002457,5,7855,40.96494933
E02002458,6,9064,17.4424231
E02002459,6,9398,28.11857736
E02002460,5,6900,14.64534899
E02002461,6,10800,21.91884333
E02002462,5,7417,18.99231576
E02002463,6,9510,46.49447455
E02002464,5,7989,38.79802942
E02002465,4,5940,23.07116465
E02002466,6,9020,18.88154435
E02002467,5,8550,38.78983754
E02002468,4,5972,15.02582535
E02002469,4,5834,16.04785756
E02002470,4,6262,6.613902108
E02002471,6,10633,11.95393887
E02002472,4,6010,11.85332047
E02002473,4,6339,13.34738523
E02002474,4,6170,27.47417018
E02002475,4,6122,10.54841375
E02002476,4,6000,52.0715035
E02002477,4,6561,30.50449489
E02002478,4,5990,27.99561603
E02002479,5,8309,33.99615573
E02002480,4,5850,34.70309573
E02002481,4,6605,32.35268297
E02002482,4,6965,41.46226274
E02002483,6,9728,18.05451357
E02002484,6,10347,52.06157485
E02002485,5,7916,47.08291966
E02002487,4,5301,51.31361064
E02002488,4,5896,16.5793789
E02002489,5,7713,49.45769623
E02002490,4,6213,45.73174988
E02002491,4,6547,40.82187567
E02002492,4,6796,32.93599617
E02002493,4,6392,13.55128019
E02002494,5,7947,51.78348584
E02002496,5,12450,54.39429542
E02002497,4,6080,70.76553701
E02002498,6,9027,63.1341572
E02002499,5,7490,62.50020267
E02002500,4,5902,39.6834634
E02002501,3,5239,53.90538423
E02002502,6,9469,64.78184729
E02002503,4,6777,42.85709237
E02002504,5,9932,20.89506645
E02002505,4,6120,63.14180131
E02002506,4,5806,58.35450189
E02002507,4,6100,10.92836656
E02002508,3,5028,12.86259447
E02002509,4,5532,31.55561569
E02002510,4,5494,11.9945486
E02002512,3,5264,8.627643617
E02002513,6,9007,41.9556415
E02002514,6,8741,29.01413957
E02002515,4,6908,46.75027649
E02002516,4,5585,30.51300483
E02002517,4,5362,36.34297967
E02002518,7,10570,12.50250889
E02002519,5,7358,44.94948994
E02002520,8,12882,14.7461079
E02002521,4,6173,22.45149798
E02002523,4,6484,68.06170605
E02002524,4,5535,25.66150804
E02002525,6,8302,31.95416647
E02002526,4,7516,26.72812799
E02002527,3,5124,42.13697951
E02002529,4,5927,29.72066104
E02002530,4,6410,34.00890281
E02002532,4,6260,33.26492636
E02002533,3,5781,8.562634492
E02002534,4,5778,7.42406369
E02002535,6,9709,10.80372376
E02002536,6,9861,25.27092425
E02002537,6,8957,41.74333839
E02002538,4,6022,26.28315144
E02002539,6,8903,9.751659328
E02002540,4,6138,10.48039296
E02002541,4,6240,23.51666699
E02002542,6,8362,44.19608192
E02002543,5,8704,45.304902
E02002544,5,8593,44.51332212
E02002545,4,5335,14.64963486
E02002546,5,7708,46.72548236
E02002547,4,6281,15.41045502
E02002548,5,12458,57.69247279
E02002549,5,7602,12.44411984
E02002550,4,6290,23.50130048
E02002551,4,7120,41.3435823
