MSOAC,LSOACOUNT,POPMID15,IMD19 SCORE
E02003603,6,9937,14.68260632
E02003604,4,8667,10.44404096
E02003605,5,8732,7.711942167
E02003606,5,7914,10.29915631
E02003607,5,9555,11.09201308
E02003608,6,11532,8.998269684
E02003609,6,10995,10.01575316
E02003610,5,8055,5.892847796
E02003611,5,8916,5.937206707
E02003612,6,11616,6.246912707
E02003613,4,5964,12.77001476
E02003614,5,7390,5.770735047
E02003615,5,9643,6.658015763
E02003616,4,5607,10.13334814
E02003617,6,8894,12.11281977
E02003618,5,8799,10.21094272
E02003619,6,11226,13.52078666
E02003620,6,8232,13.7113965
E02003621,6,7941,10.97299962
E02003622,6,9131,25.05225561
E02003623,5,9412,7.029689333
E02003624,4,5879,17.7538498
E02003625,6,8473,31.30693733
E02003626,4,5404,16.70705718
E02003627,6,9813,27.11325089
E02003628,5,8953,28.0543209
E02003629,6,10128,28.89837115
E02003630,6,10583,31.15787348
E02003631,4,5535,23.59124264
E02003632,4,6071,19.15369033
E02003633,5,9049,18.82105879
E02003634,5,11301,14.05408893
E02003635,4,5945,13.14277981
E02003636,4,7482,9.480958166
E02003637,5,9805,13.36883213
E02003638,5,7697,10.08038547
E02003639,5,9355,19.09080096
E02003640,4,6237,8.451991823
E02003641,4,5668,6.452432251
E02003642,5,9003,28.74823681
E02003643,6,11740,9.703212947
E02003644,5,9457,20.35596616
E02003645,4,6836,9.968065682
E02003646,6,9559,20.27354169
E02003647,5,9251,19.0205794
E02003648,3,5497,25.25509405
E02003649,4,6894,7.07810821
E02003650,5,6979,13.43485958
E02003651,4,6246,14.93108293
E02003652,4,9829,9.873906501
E02003653,4,6354,10.68039991
E02003654,4,5856,7.072284495
E02003655,6,9867,10.91554768
E02003656,4,6198,8.611284124
E02003657,4,6376,9.645456713
E02003658,5,7433,7.802313332
E02003659,6,9590,10.08410042
E02003660,6,10025,7.244290773
E02003661,4,5992,12.45393091
E02003662,4,6517,14.34496333
E02003663,4,8662,19.46498776
E02003664,4,7333,22.9182186
E02003665,4,6064,12.37916078
E02003666,5,7342,20.98656769
E02003667,6,9884,10.15643677
E02003668,6,8952,4.341378798
E02003669,4,7487,24.86116549
E02003670,6,9590,9.438426173
E02003671,4,6109,16.46171108
E02003672,6,9767,6.518350466
E02003673,6,8549,6.543651889
E02003674,4,5417,7.03358058
E02003675,5,9119,5.358518149
E02003676,4,7973,8.98894657
E02003677,6,10205,14.1742828
E02003678,4,5639,6.371046817
E02003679,4,6688,13.51997084
E02003680,6,9817,4.517133442
E02003681,6,10472,5.383706073
E02003682,5,7498,5.983421979
E02003683,4,6977,5.836287803
E02003685,4,8014,2.917472174
E02003686,5,6867,4.403105286
E02003687,3,5772,5.974286036
E02003688,7,12649,5.633421219
E02003689,5,8848,7.37442778
E02003690,4,6761,12.88630114
E02003691,4,6881,7.972883157
E02003692,5,8782,9.886092917
E02003693,4,6537,8.512715619
E02003694,5,8165,13.94019963
E02003695,6,10684,11.44767578
E02003696,5,8025,8.655695452
E02003697,4,6033,6.520605503
E02003698,6,8321,3.055802668
E02003699,4,5684,9.428596763
E02003701,7,11480,11.1310574
E02003702,4,8087,11.95067553
E02003703,5,8357,11.81163934
E02003704,4,5883,3.338803672
E02003705,4,7020,16.83111809
E02003706,4,6964,14.51710956
E02003707,4,6797,13.30272179
E02003708,5,9591,24.61223053
E02003709,4,5762,21.80938389
E02003710,6,10659,12.87755812
E02003711,4,9417,13.81782818
E02003712,5,7773,15.85606613
E02003713,4,6025,7.213968465
E02003714,4,6597,8.94946218
E02003715,4,6643,5.168564504
E02003716,4,5633,5.763067282
E02003717,6,8809,5.549794755
E02003718,4,5600,6.869608929
E02003719,6,8881,26.21109121
E02003720,6,8959,19.7065706
E02003721,6,9062,20.32185136
E02003722,5,8363,10.6428198
E02003723,4,9731,8.726994348
E02003724,6,9599,27.37549068
E02003725,5,15304,9.544119446
E02003726,5,8475,12.08523032
E02003727,5,8920,13.78383666
E02003728,5,9432,13.56893087
E02003729,6,8515,12.39636629
E02003730,5,10816,14.46282923
E02003731,5,9048,7.390424624
E02003732,5,9442,17.59863218
E02003733,5,8560,11.27735117
E02003734,6,12392,10.40123281
E02003735,6,8903,8.911956981
E02003736,6,10039,10.52232194
E02003737,7,13205,13.45869814
E02003738,4,6366,11.19207587
E02003739,4,6435,8.159379798
E02003740,3,6188,11.01104945
E02003742,4,6500,28.47614662
E02003743,5,10697,36.52619473
E02003744,8,13469,33.43827522
E02003745,6,10048,30.20176154
E02003746,4,7785,23.94195196
E02003747,8,11378,18.88084233
E02003748,4,7800,25.92080628
E02003749,4,6161,18.15035059
E02003750,4,7156,21.48273365
E02003751,3,6755,14.55034715
E02003752,5,11065,19.76276204
E02003753,6,11177,14.24680048
E02003754,4,5692,11.40067287
E02003755,5,8288,19.23433627
E02003756,5,6828,10.738494
E02003757,4,6544,11.39330562
E02003758,6,9643,10.74546884
E02003759,4,5991,5.160387748
E02003760,5,8918,28.70771036
E02003761,4,6058,14.34512595
E02003762,5,8383,7.7296543
E02003763,7,10038,11.61014993
E02003764,5,10235,13.70318564
E02003765,4,6983,10.45741243
E02003766,4,6913,10.31997078
E02003767,4,6480,12.6553409
E02003768,6,9784,7.778222813
E02003769,4,7578,9.052772103
E02003770,4,10013,11.02687336
E02003771,4,6449,13.54076617
E02003772,5,6830,6.575674963
E02003773,6,10798,14.40704167
E02003774,4,5711,17.56616144
E02003775,4,7000,8.047287571
E02003776,4,6726,8.848948558
E02003777,4,7466,5.187778194
E02003778,4,5617,8.780167883
E02003779,3,5088,9.77431309
E02003780,7,11807,9.131667401
E02003781,4,6310,12.00377781
E02003783,5,7365,6.767472641
E02003784,5,8744,7.089033623
E02003785,6,9046,9.837205616
E02003786,4,6298,5.264766434
E02003787,4,7302,9.338996302
E02003788,5,6644,6.012943558
E02003789,5,7280,9.472463736
E02003790,6,9582,8.558783344
E02003791,6,7967,7.328856031
E02003792,6,9540,9.538771488
E02003793,4,6929,12.82782321
E02003794,6,8785,16.02080057
E02003795,3,5693,13.32354154
E02003796,5,7109,19.13736348
E02003797,6,9969,7.959817835
E02003798,4,6025,40.11922025
E02003799,5,7055,38.10690347
E02003800,4,6502,4.523915411
E02003801,5,6996,11.77113808
E02003802,5,8520,22.68948369
E02003803,5,9746,17.33235994
E02003804,4,6552,13.88749756
E02003805,4,6242,5.875787087
E02003806,4,6715,7.846152345
E02003807,6,8049,10.12236849
E02003808,4,6457,29.81553601
E02003809,4,7532,13.02863423
E02003810,5,8195,12.65650018
E02003811,3,6075,10.22675029
E02003812,4,5838,4.971481329
E02003813,4,6322,13.66376811
E02003814,5,7639,14.80148946
E02003815,4,7067,28.16457648
E02003816,4,6920,19.77051199
E02003817,4,7010,7.272720114
E02003818,4,5694,4.851617141
E02003819,4,5685,8.886863325
E02003820,4,7480,9.82961738
E02003821,4,5490,15.51305282
E02003822,7,10548,12.75815738
E02003823,4,6504,13.061242
E02003824,3,5205,6.825741787
E02003825,4,6746,8.085790394
E02003826,5,7568,35.85416068
E02003827,5,9293,36.83533541
E02003828,4,6897,32.16457764
E02003829,4,6329,10.77425723
E02003830,5,7798,33.30193934
E02003831,5,9289,8.631152331
E02003832,4,6201,27.52227028
E02003833,4,6152,17.39620351
E02003834,4,6963,27.66408919
E02003835,6,7772,4.222875064
E02003836,5,7064,16.19414255
E02003837,7,12647,11.21115925
E02003838,5,6084,8.733352235
E02003839,5,7162,15.89340212
E02003840,5,10315,14.51206127
E02003841,4,7889,17.23533008
E02003842,4,5320,8.818952256
E02003843,4,5906,28.29637369
E02003844,4,6668,9.904890222
E02003845,5,8590,44.94545658
E02003846,5,6771,35.9187126
E02003847,7,9506,6.815484115
E02003848,4,5075,32.60778897
E02003849,5,7216,41.55999418
E02003850,4,5224,15.87339299
E02003851,4,5672,10.13031964
E02003852,4,6645,6.754887133
E02003853,4,5850,9.036554017
E02003854,5,6391,9.576371303
E02003855,5,6538,5.821922453
E02003856,6,10475,18.90278415
E02003857,4,6648,10.65382987
E02003858,4,6827,4.265103852
E02003859,7,11863,13.47366551
E02003860,4,7333,3.069058775
E02003861,4,6438,15.64744191
E02003862,3,5202,5.00257055
E02003863,5,6782,5.877499705
E02003864,5,8127,5.292795373
E02003865,5,7669,8.410059982
E02003866,4,5836,3.521437286
E02003867,5,7700,11.22629039
E02003868,5,8407,20.36080802
E02003869,5,7142,9.468521283
E02003870,7,10431,18.56470511
E02003871,4,6725,24.47913086
E02003872,4,9552,10.74237783
E02003873,4,6029,30.29621048
E02003874,6,9318,12.26422365
E02003875,3,6295,9.685705639
E02003876,4,5489,15.2239213
E02003877,5,9267,7.46686889
E02003878,5,8194,13.29512277
E02003879,3,6970,24.19310287
E02003880,4,6364,19.68846952
E02003881,4,6003,22.40776612
E02003882,6,9311,25.49658297
E02003883,6,9873,4.828634863
E02003884,5,8036,8.363429069
E02003885,4,5656,8.643124293
E02003886,4,6637,29.07835709
E02003887,4,6217,15.88292054
E02003888,4,6229,32.89312426
E02003889,4,5641,41.03429622
E02003890,4,5994,26.86275475
E02003891,4,5831,8.480191048
E02003892,4,6178,19.50828666
E02003893,4,6578,23.43243858
E02003894,4,8268,21.32926306
E02003895,4,8144,23.148236
E02003896,4,5722,33.36683869
E02003897,4,5613,11.15817157
E02003898,4,6774,19.75789666
E02003899,4,5390,20.62827421
E02003900,4,7156,15.99323924
E02003901,5,7524,28.7574176
E02003902,4,5291,22.03582536
E02003903,3,6484,19.78920944
E02003904,4,5217,20.67002128
E02003905,4,6593,21.44104505
E02003906,4,5440,21.91455588
E02003907,4,7897,19.0363162
E02003908,4,8132,18.59260612
E02003909,6,9630,16.70945909
E02003910,4,6352,18.659429
E02003911,5,8446,16.11248674
E02003912,5,8002,17.53267808
E02003913,4,6020,16.31100714
E02003914,4,7868,20.69221937
E02003915,5,7763,29.38985135
E02003916,4,6823,12.3251684
E02003917,5,7895,13.19832096
E02003918,5,6889,22.50280142
E02003919,4,7062,36.31638431
E02003920,4,7685,19.2238553
E02003921,4,6050,22.38258645
E02003922,5,7961,30.84951564
E02003923,4,7603,37.25913087
E02003924,5,7002,36.52465096
E02003925,5,7163,34.59047843
E02003926,4,8007,21.34392357
E02003927,5,10235,15.21394949
E02003928,7,12065,15.86901741
E02003929,5,6771,24.02894388
E02003930,5,9487,20.48683514
E02003931,6,10163,21.5544784
E02003932,3,7283,25.6680022
E02003933,4,7034,23.23741754
E02003934,4,7064,28.07008862
E02003935,5,10190,22.91616281
E02003936,5,8376,23.33677089
E02003937,3,5661,21.68145469
E02003938,5,6904,21.43961892
E02003939,4,6889,14.65745638
E02003940,4,6136,22.62909257
E02003941,4,8045,24.2663514
E02003942,5,7513,33.6376321
E02003943,5,7319,23.42279806
E02003944,5,9644,23.41927789
E02003945,3,6100,17.69769246
E02003946,5,9212,23.75936366
E02003947,4,6589,26.73767537
E02003948,5,8195,34.42195827
E02003949,4,6668,38.36771596
E02003950,3,5540,24.18685307
E02003951,4,6127,27.58448148
E02003952,4,7249,21.7124533
E02003953,6,11098,21.06680952
E02003954,4,7085,27.20860762
E02003955,6,9533,21.35241708
E02003956,4,7427,31.58773623
E02003957,6,10525,26.80318195
E02003958,5,8205,27.47994625
E02003959,4,7169,25.02890501
E02003960,4,5821,17.11766535
E02003961,5,9755,13.11794044
E02003962,4,7071,24.49601612
E02003963,6,9647,33.45247839
E02003964,6,7866,18.7666898
E02003965,7,10963,20.73251391
E02003966,4,6922,18.33487951
E02003967,5,8402,22.40508308
E02003968,5,8810,20.53603167
E02003969,4,6677,39.75833338
E02003970,5,7859,13.15994185
E02003971,5,7977,12.2275754
E02003972,6,9165,21.84754217
E02003973,5,8730,47.957911
E02003974,5,7868,29.34727567
E02003975,4,6580,15.72501611
E02003976,5,6803,11.2177826
E02003977,4,6351,17.90891954
E02003978,4,5738,19.54406988
E02003979,6,7440,11.05608414
E02003980,5,6534,51.46202357
E02003981,5,6621,21.45819287
E02003982,5,7692,18.87730005
E02003983,6,7533,45.58286128
E02003984,5,6650,64.54167308
E02003985,4,6664,27.04578436
E02003986,5,6453,34.30746506
E02003987,4,6034,27.418058
E02003988,4,6687,18.03068491
E02003989,5,7337,12.62968707
E02003990,6,10180,8.076652358
E02003991,5,7645,10.41159738
E02003992,6,8495,24.89496398
E02003993,5,8575,9.879994402
E02003994,5,7375,29.04274549
E02003995,6,9829,37.47045895
E02003996,6,9829,26.70840045
E02003997,6,9652,38.27691245
E02003998,5,6934,30.9866458
E02003999,5,9537,11.7490604
E02004000,4,5230,26.9051673
E02004001,4,5383,32.17970555
E02004002,7,10249,15.70293043
E02004003,9,11767,27.99692445
E02004004,7,9721,38.68091873
E02004005,5,8026,22.75374072
E02004006,6,8943,12.22661657
E02004007,7,10369,25.98932925
E02004008,4,6379,18.21333344
E02004009,4,6112,15.13741378
E02004010,5,7404,21.60020489
E02004011,7,9706,9.247822275
E02004012,4,5590,16.65911807
E02004013,7,9788,15.07432519
E02004014,5,7597,20.98159234
E02004015,4,6279,12.0073155
E02004016,5,8319,11.70394795
E02004017,4,8544,14.88687313
E02004018,4,8307,20.71495979
E02004019,4,8072,10.24658858
E02004020,4,8400,7.920664167
E02004021,3,5351,17.1483747
E02004022,4,5496,12.84636117
E02004023,4,6040,13.09790762
E02004024,4,7257,8.692821138
E02004025,5,8026,8.469560678
E02004026,4,8216,18.37986636
E02004027,5,7790,10.067938
E02004028,5,7679,9.651214481
E02004029,4,6527,27.1542007
E02004030,4,5670,12.20930776
E02004031,5,7706,40.66512341
E02004032,6,8309,12.67155326
E02004033,6,8811,19.71704301
E02004034,5,7263,11.65431185
E02004035,4,6522,12.7223847
E02004036,6,10100,23.86689297
E02004037,5,8094,7.634239066
E02004038,4,7897,15.86853793
E02004039,5,8172,10.65118392
E02004040,5,9048,16.67016379
E02004041,5,7261,17.66742942
E02004043,5,7240,14.80379309
E02004044,4,7813,6.485434532
E02004045,5,9216,14.10421864
E02004046,4,6392,22.77288486
E02004047,4,5838,35.64174563
E02004048,4,7007,36.47197759
E02004049,6,7689,19.33924646
E02004050,4,7345,32.25577005
E02004051,5,9590,31.60239406
E02004052,5,8117,19.15183134
E02004053,5,7883,25.08044919
E02004054,6,8840,19.29180034
E02004055,5,7197,23.32617382
E02004056,5,7827,40.02413032
E02004057,5,7858,27.85997735
E02004058,5,7837,33.3378331
E02004059,5,7085,19.69440988
E02004060,5,7634,28.44457584
E02004061,5,7264,27.45798472
E02004062,6,7743,24.42259202
E02004063,5,7915,11.46352824
E02004064,6,9469,28.51101088
E02004065,6,8333,5.379474259
E02004066,7,11771,16.99937482
E02004067,4,6530,44.65539832
E02004068,4,7390,6.856736265
E02004069,4,6514,6.137827142
E02004070,4,6297,13.39647531
E02004071,3,5041,11.08036223
E02004072,6,8911,9.273044776
E02004073,6,9215,18.78691742
E02004074,4,5957,12.55290247
E02004075,4,7429,13.60940786
E02004076,4,6818,12.43272587
E02004077,4,7729,13.11123832
E02004078,5,7113,44.81542907
E02004080,6,9637,29.52950265
E02004081,3,5960,10.12934765
E02004082,4,6305,7.084804441
E02004083,5,8096,18.75171912
E02004084,4,6199,31.95641975
E02004085,6,8832,16.13681827
E02004086,5,7317,10.78741465
E02004087,5,7801,22.40303089
E02004088,5,7936,6.219804561
E02004089,4,7013,29.67221474
E02004090,4,6214,11.72197329
E02004091,6,9331,12.28876487
E02004092,6,9870,17.00640638
E02004093,4,6319,16.52961101
E02004094,5,7424,29.5754142
E02004095,6,10055,19.01848125
E02004096,6,9424,6.330847729
E02004097,5,7777,10.31007947
E02004098,5,7239,18.87966142
E02004100,5,7569,8.41981411
E02004102,5,8797,19.71375833
E02004103,5,7055,25.58108051
E02004104,4,7323,8.382774
E02004105,7,9521,13.99089297
E02004106,4,6801,9.260082635
E02004108,5,7546,17.32869467
E02004109,4,6768,6.874277482
E02004110,5,7419,5.543881251
E02004111,4,5669,19.81162392
E02004112,4,6631,8.156014779
E02004113,6,9306,37.98335203
E02004114,5,7209,11.41729144
E02004115,6,9122,16.97526189
E02004116,4,7984,30.85390731
E02004117,5,7525,20.947299
E02004118,4,6940,13.91451715
E02004119,7,11419,6.969578422
E02004120,5,7824,12.403676
E02004121,4,6854,8.713809308
E02004122,4,6565,6.732137548
E02004123,4,6727,8.811337595
E02004124,5,7595,21.61998591
E02004125,6,9171,22.39376229
E02004126,4,6990,20.76732389
E02004128,6,10621,15.68225798
E02004129,3,5648,17.26071282
E02004130,4,5939,18.50726385
E02004131,4,5575,9.311594439
E02004132,5,8499,11.52684904
E02004133,5,8611,16.46010196
E02004134,4,9336,14.82027999
E02004135,5,8241,11.96246439
E02004136,5,8037,8.116638298
E02004137,3,5336,11.4646979
E02004138,5,7177,12.94196489
E02004139,4,6829,13.03243462
E02004140,3,5299,6.882976222
E02004141,3,6135,10.01197653
E02004142,3,6532,8.751390233
E02004143,4,6438,8.255829916
E02004144,4,6922,8.248801069
E02004145,4,5996,8.907580887
E02004146,5,7328,16.74489697
E02004147,4,7160,21.57547737
E02004148,4,7342,17.18639894
E02004149,4,10721,4.23418655
E02004150,5,7156,22.67673798
E02004151,5,8419,17.31421416
E02004152,5,9308,14.68023807
E02004153,5,7679,17.34193866
E02004154,5,8711,12.67165239
E02004155,5,7688,22.1209788
E02004156,5,10233,27.51400967
E02004157,4,6468,9.265751855
E02004158,5,8372,20.06454204
E02004159,6,10565,8.306472788
E02004160,5,7394,13.93609548
E02004161,5,8158,28.28623094
E02004162,5,7459,13.161414
E02004163,5,7348,14.22165419
E02004164,4,6753,19.80490197
E02004165,4,8226,10.4336223
E02004166,3,6670,12.91683358
E02004167,4,7419,24.13973918
E02004168,4,6120,27.90221373
E02004169,4,7179,12.57418652
E02004170,4,8186,13.37056597
E02004171,4,7716,14.03772304
E02004172,4,6280,20.84733678
E02004173,4,7308,18.97309278
E02004174,4,7725,14.74916065
E02004175,4,5411,36.70261153
E02004176,4,5445,21.89159725
E02004177,4,5951,26.95836599
E02004178,3,5389,10.75034051
E02004179,5,9348,9.786030167
E02004180,3,5859,17.5228807
E02004181,4,5837,20.03729707
E02004182,4,6158,34.88212212
E02004183,4,5771,18.5786874
E02004184,6,8846,23.53534976
E02004185,4,5808,13.1791999
E02004186,5,8254,14.89898171
E02004187,5,9488,21.42232726
E02004188,3,6597,23.59561649
E02004189,4,6298,11.21766402
E02004190,5,8008,17.68167245
E02004191,5,8302,19.22964105
E02004192,4,7322,13.01945097
E02004193,7,11744,8.069288658
E02004194,3,6612,16.38252253
E02004195,4,5664,14.36405526
E02004196,4,7362,12.61484352
E02004197,4,6379,9.080553065
E02004198,3,6428,16.123778
E02004199,3,5598,16.56474598
E02004200,3,5169,12.79109944
E02004201,4,5383,16.3468904
E02004202,5,8262,10.93967369
E02004203,4,5813,14.20077275
E02004204,6,9485,11.70413948
E02004205,4,7480,20.29336404
E02004206,4,6692,20.99021712
E02004207,4,6193,12.78621637
E02004208,5,8342,8.724268641
E02004209,6,8382,14.46822477
E02004210,4,6750,29.65883867
E02004211,5,6499,8.943923681
E02004212,4,6120,14.33798301
E02004213,4,6840,15.11793333
E02004214,4,6151,26.85798634
E02004215,4,5757,22.55949488
E02004216,4,5619,17.32095302
E02004217,5,7874,18.85145403
E02004218,4,5743,13.02219641
E02004219,4,5518,8.611271656
E02004220,4,6175,22.05429231
E02004221,3,6086,16.06189632
E02004222,3,5839,28.88078301
E02004223,6,12182,24.90718314
E02004224,4,6462,21.73403621
E02004225,4,5852,16.66163295
E02004226,4,7146,22.69090484
E02004227,5,9544,26.59053384
E02004228,4,7026,26.06936806
E02004229,4,8711,21.46291792
E02004230,4,7463,18.23569851
E02004231,4,6895,20.40988513
E02004232,4,6675,21.74958532
E02004233,7,12384,14.64159787
E02004234,4,6010,16.27097038
E02004235,4,6364,15.72296229
E02004236,4,5990,10.73152204
E02004237,5,8073,10.73693992
E02004238,4,7276,8.867141699
E02004239,4,5652,6.516734784
E02004240,4,6314,30.67404086
E02004241,5,9407,13.35144371
E02004242,4,6499,7.351345745
E02004243,4,6456,12.81199752
E02004244,5,7420,5.861181536
E02004245,5,7729,10.67199754
E02004246,4,7036,9.432724275
E02004247,4,5988,15.80008116
E02004248,5,7637,10.74541011
E02004249,4,5511,5.035405553
E02004250,5,7838,17.55218602
E02004251,5,6421,8.250428749
E02004252,4,7487,13.56260585
E02004253,5,9117,5.380108479
E02004254,7,10071,5.404145765
E02004255,4,7608,13.35641943
E02004256,5,9210,10.82035874
E02004257,4,8431,16.08021528
E02004258,5,10501,15.04351986
E02004259,4,7299,18.86432087
E02004260,5,9355,14.8412201
E02004261,5,10382,15.35029156
E02004262,5,7821,16.59306738
E02004263,3,5856,12.35512244
E02004264,5,8336,14.39969842
E02004265,6,8442,16.13238557
E02004266,5,8782,16.02714951
E02004267,3,5084,15.72660051
E02004268,7,9728,14.12508799
E02004269,6,9729,14.20023106
E02004270,4,7512,14.56367226
E02004271,6,9793,19.3351834
E02004272,5,11690,14.80123807
E02004273,4,7063,14.08728529
E02004274,4,6423,19.23289164
E02004275,4,7547,18.67684285
E02004276,3,5651,19.46565015
E02004277,7,11011,16.74292253
E02004278,6,8739,10.23794301
E02004279,4,7967,12.62302661
E02004280,5,7748,15.71948967
E02004281,4,7373,30.92772182
E02004282,5,8661,8.607439788
E02004283,5,8826,22.76975799
E02004284,6,9494,42.17963493
E02004285,4,7436,26.49447257
E02004286,3,5335,18.64057282
E02004287,4,5563,17.84947798
E02004288,3,5383,39.23777819
E02004289,4,7146,20.54997719
E02004290,4,5902,12.68454456
E02004291,4,6920,31.94898497
E02004292,5,7820,14.07111624
E02004293,6,9553,35.9796153
E02004294,5,8454,8.063636622
E02004295,5,7416,18.43089981
E02004296,5,8301,25.26710734
E02004297,5,7927,14.77740015
E02004298,6,9876,15.31139834
E02004299,5,8647,25.5160325
E02004300,5,7776,33.45215934
E02004301,5,9209,40.23816278
E02004302,5,7764,38.61199433
E02004303,6,11238,22.29489197
E02004304,5,9228,25.74111899
E02004305,5,9220,25.54002614
E02004306,4,5925,15.54794329
E02004307,4,6518,22.66755508
E02004308,5,8167,8.511861149
E02004309,4,6104,13.93449345
E02004310,5,8105,25.97295682
E02004311,6,9154,23.78896384
E02004312,5,7429,9.120570332
E02004313,4,7050,32.32600823
E02004314,5,12779,12.10041153
E02004315,5,11352,5.832312808
E02004316,3,5911,26.45898799
E02004317,5,7695,29.21848538
E02004318,4,6408,19.2582681
E02004319,5,7832,21.17356665
E02004320,6,8987,14.91627273
E02004321,6,8478,30.00286943
E02004322,6,8529,47.96075531
E02004323,5,8204,25.4044137
E02004324,4,5657,33.40087573
E02004325,6,8666,56.22475814
E02004326,4,6523,41.17675057
E02004327,4,5883,51.14044042
E02004328,6,7290,35.70252085
E02004329,5,6651,28.11387776
E02004330,5,5934,43.16296512
E02004331,5,7093,38.75789243
E02004332,4,7248,29.37182795
E02004333,5,7026,19.18976843
E02004334,5,7333,29.78232892
E02004335,4,6472,41.78532123
E02004336,4,6722,35.16864162
E02004337,5,9664,26.73273624
E02004338,3,6948,31.04998993
E02004339,4,6843,9.687365775
E02004340,6,10173,42.95698437
E02004341,6,8385,13.55934597
E02004342,4,5791,50.34670351
E02004343,4,5498,28.13179502
E02004344,5,7064,27.4793389
E02004345,8,12917,20.52972045
E02004346,4,5132,18.11181157
E02004347,4,7014,14.29742586
E02004348,5,7975,18.80478959
E02004349,6,9256,36.24104376
E02004350,6,9574,23.66412356
E02004351,5,7213,45.80470844
E02004352,5,7608,38.92191838
E02004353,5,7559,19.33809274
E02004354,5,9033,26.7154912
E02004355,5,7324,48.83680284
E02004356,5,7613,32.01576054
E02004357,5,7871,29.45026413
E02004358,5,7882,28.09367749
E02004359,5,8045,25.11280982
E02004361,5,8113,13.18593048
E02004362,5,8870,18.0574292
E02004363,4,6733,17.57686782
E02004364,5,8238,13.77444574
E02004365,4,7977,36.90746509
E02004366,4,7376,22.9981631
E02004367,5,7177,10.29555622
E02004368,4,8402,17.47781385
E02004369,6,9725,16.46009357
E02004370,5,7831,49.5955989
E02004371,4,7157,32.85353346
E02004372,4,7077,53.15848665
E02004373,5,8760,26.70292432
E02004374,5,7721,27.10472568
E02004375,5,8647,34.0877879
E02004376,4,6877,46.48707227
E02004377,6,10917,28.22766181
E02004378,5,8823,54.31757724
E02004379,5,7777,12.72492542
E02004380,5,9286,9.341777515
E02004381,6,9974,15.82383036
E02004382,4,6562,15.68854115
E02004383,5,7793,9.366769793
E02004384,5,7719,12.02399106
E02004385,5,7489,18.48031994
E02004386,4,6423,22.69190565
E02004387,4,6160,31.06696218
E02004388,4,7363,23.80835325
E02004389,6,9720,9.770581893
E02004390,5,8093,13.94389213
E02004391,4,6539,17.94556232
E02004392,6,9295,13.19146627
E02004393,4,6291,22.64428485
E02004394,5,7916,16.53270869
E02004395,5,8053,25.12570334
E02004396,5,8967,16.43235084
E02004397,5,8314,15.38500096
E02004398,6,9115,35.64640724
E02004399,5,7977,19.90597192
E02004400,7,10082,11.6372556
E02004401,5,7874,12.66345593
E02004402,5,9308,28.78323292
E02004403,4,6843,11.26372307
E02004404,4,6563,9.04897684
E02004405,3,6300,6.023790952
E02004406,4,7496,6.945594184
E02004407,5,7986,7.839876158
E02004408,5,8261,11.3012668
E02004409,3,5532,13.3150038
E02004410,4,8309,11.58041798
E02004411,6,8631,11.76687197
E02004412,5,7919,8.14017136
E02004413,5,6949,13.92304058
E02004414,4,6567,7.848275621
E02004415,4,6870,13.08525997
E02004416,5,6381,15.97856527
E02004417,4,6142,12.71459394
E02004418,4,5619,17.70386012
E02004419,4,6021,30.55091729
E02004420,6,12461,15.41225431
E02004421,5,8527,15.38794265
E02004422,6,9937,11.65111623
E02004423,5,7476,9.530759497
E02004424,5,7221,5.00881263
E02004425,5,7207,8.467646594
E02004426,5,8038,7.310072282
E02004427,5,7809,7.962614675
E02004428,4,6710,17.10192057
E02004429,5,7460,12.7871441
E02004430,5,8274,8.454715494
E02004431,5,9658,15.27881642
E02004432,4,6899,15.0662712
E02004433,5,8956,21.88557448
E02004434,6,8610,31.74940697
E02004435,5,8978,27.36841357
E02004436,5,7974,50.4868164
E02004437,5,8550,27.49154912
E02004438,5,9190,33.75359206
E02004439,5,9680,39.51454876
E02004440,5,8141,27.87208304
E02004441,5,7628,38.51375511
E02004442,5,8653,43.15808806
E02004443,5,8666,18.32556474
E02004444,6,9132,11.38695905
E02004445,5,8517,32.5318274
E02004446,4,6867,12.71849658
E02004447,3,5851,14.26764297
E02004448,4,6636,11.16989286
E02004449,5,8608,21.24804682
E02004450,4,6290,14.02811542
E02004451,5,8618,10.31534254
E02004452,6,9491,11.25195322
E02004453,4,7264,27.80052203
E02004454,5,9281,16.47535169
E02004455,4,7843,7.27984228
E02004456,5,9572,20.67473161
E02004457,5,10499,17.4535931
E02004458,5,9668,6.8276506
E02004459,6,10465,8.571785189
E02004460,6,8870,18.22211612
E02004461,4,5917,22.99541575
E02004462,7,10545,15.52559953
E02004463,5,8245,11.44272917
E02004464,7,9967,9.622344637
E02004465,4,6119,9.512807812
E02004466,5,8345,12.87079377
E02004467,5,8351,15.33200874
E02004468,6,10657,3.088601013
E02004469,4,6879,8.518320541
E02004470,6,11449,10.01471832
E02004471,5,8390,14.79983385
E02004472,4,6246,7.151207173
E02004473,5,7777,10.58008101
E02004474,5,7247,12.87382724
E02004475,4,6722,10.33137236
E02004476,5,7983,7.150673682
E02004477,4,6084,7.337122452
E02004478,4,6591,17.56324852
E02004479,5,8213,10.36799817
E02004480,5,7094,16.58311658
E02004481,4,6803,21.73568676
E02004482,6,8447,34.21850846
E02004483,5,8241,19.65683206
E02004484,5,7982,29.79150238
E02004485,4,7247,14.42125362
E02004486,5,8650,6.976555607
